iter	Passed	Remaining
1666	97573	48757
1667	97651	48708
1668	97724	48657
1669	97805	48609
1670	97886	48562
1671	97971	48516
1672	98046	48466
1673	98122	48416
1674	98211	48372
1675	98291	48324
1676	98374	48277
1677	98445	48225
1678	98527	48177
1679	98601	48126
1680	98679	48077
1681	98753	48026
1682	98822	47972
1683	98899	47923
1684	98973	47871
1685	99063	47827
1686	99142	47779
1687	99222	47730
1688	99304	47682
1689	99402	47642
1690	99474	47590
1691	99542	47535
1692	99613	47482
1693	99679	47427
1694	99755	47376
1695	99836	47327
1696	99913	47277
1697	99995	47229
1698	100070	47178
1699	100143	47126
1700	100221	47076
1701	100307	47030
1702	100377	46976
1703	100447	46922
1704	100533	46876
1705	100607	46824
1706	100693	46777
1707	100782	46732
1708	100860	46682
1709	100932	46629
1710	101009	46578
1711	101086	46528
1712	101167	46479
1713	101255	46433
1714	101353	46391
1715	101417	46335
1716	101490	46282
1717	101576	46235
1718	101672	46193
1719	101752	46143
1720	101830	46092
1721	101910	46043
1722	101981	45989
1723	102055	45936
1724	102126	45882
1725	102200	45830
1726	102274	45777
1727	102355	45728
1728	102432	45676
1729	102507	45624
1730	102585	45573
1731	102673	45527
1732	102747	45474
1733	102824	45423
1734	102892	45367
1735	102962	45312
1736	103029	45257
1737	103106	45205
1738	103183	45154
1739	103270	45106
1740	103344	45053
1741	103433	45007
1742	103508	44954
1743	103584	44902
1744	103657	44848
1745	103729	44794
1746	103798	44739
1747	103873	44686
1748	103948	44634
1749	104037	44587
1750	104110	44534
1751	104184	44480
1752	104258	44427
1753	104347	44380
1754	104426	44329
1755	104508	44279
1756	104576	44223
1757	104657	44172
1758	104735	44121
1759	104814	44069
1760	104901	44021
1761	104973	43967
1762	105044	43912
1763	105116	43857
1764	105187	43803
1765	105275	43755
1766	105342	43699
1767	105407	43641
1768	105471	43583
1769	105544	43529
1770	105609	43472
1771	105676	43415
1772	105746	43360
1773	105819	43306
1774	105898	43254
1775	105975	43201
1776	106047	43147
1777	106122	43093
1778	106199	43040
1779	106277	42988
1780	106355	42936
1781	106429	42882
1782	106501	42827
1783	106577	42774
1784	106641	42716
1785	106712	42660
1786	106777	42603
1787	106849	42548
1788	106925	42495
1789	106994	42439
1790	107063	42383
1791	107144	42331
1792	107205	42272
1793	107286	42221
1794	107360	42166
1795	107443	42116
1796	107514	42060
1797	107586	42005
1798	107678	41958
1799	107750	41902
1800	107830	41850
1801	107901	41795
1802	107970	41738
1803	108048	41686
1804	108153	41643
1805	108241	41594
1806	108317	41540
1807	108389	41485
1808	108468	41432
1809	108555	41383
1810	108639	41332
1811	108730	41283
1812	108802	41228
1813	108879	41175
1814	108960	41122
1815	109047	41072
1816	109125	41019
1817	109194	40963
1818	109280	40912
1819	109351	40856
1820	109421	40800
1821	109496	40745
1822	109575	40692
1823	109658	40640
1824	109738	40588
1825	109818	40535
1826	109892	40480
1827	109969	40426
1828	110055	40375
1829	110127	40319
1830	110204	40265
1831	110294	40216
1832	110363	40159
1833	110438	40104
1834	110526	40054
1835	110611	40003
1836	110694	39951
1837	110775	39898
1838	110858	39846
1839	110928	39789
1840	110994	39731
1841	111085	39682
1842	111165	39628
1843	111241	39573
1844	111321	39520
1845	111394	39464
1846	111464	39407
1847	111532	39350
1848	111609	39295
1849	111689	39242
1850	111760	39185
1851	111843	39133
1852	111924	39079
1853	112001	39025
1854	112071	38968
1855	112155	38916
1856	112226	38859
1857	112306	38805
1858	112404	38758
1859	112479	38702
1860	112558	38648
1861	112638	38594
1862	112724	38543
1863	112808	38490
1864	112887	38436
1865	112978	38385
1866	113048	38328
1867	113122	38272
1868	113202	38218
1869	113272	38161
1870	113348	38105
1871	113437	38054
1872	113521	38002
1873	113599	37947
1874	113683	37894
1875	113758	37838
1876	113818	37777
1877	113901	37724
1878	114004	37678
1879	114067	37618
1880	114149	37564
1881	114223	37507
1882	114306	37454
1883	114395	37403
1884	114477	37349
1885	114563	37297
1886	114644	37242
1887	114719	37186
1888	114798	37131
1889	114875	37076
1890	114946	37018
1891	115023	36962
1892	115103	36908
1893	115177	36852
1894	115252	36795
1895	115335	36741
1896	115411	36685
1897	115486	36629
1898	115558	36572
1899	115637	36517
1900	115723	36464
1901	115806	36410
1902	115892	36357
1903	115973	36302
1904	116055	36248
1905	116144	36196
1906	116213	36137
1907	116292	36082
1908	116367	36025
1909	116457	35973
1910	116540	35919
1911	116620	35864
1912	116708	35811
1913	116777	35753
1914	116861	35699
1915	116950	35646
1916	117031	35591
1917	117105	35534
1918	117205	35485
1919	117283	35429
1920	117365	35374
1921	117442	35318
1922	117517	35261
1923	117594	35204
1924	117681	35151
1925	117764	35096
1926	117840	35040
1927	117923	34985
1928	118003	34930
1929	118075	34872
1930	118140	34811
1931	118212	34753
1932	118299	34700
1933	118373	34642
1934	118434	34581
1935	118505	34523
1936	118579	34465
1937	118655	34408
1938	118739	34354
1939	118816	34297
1940	118879	34236
1941	118948	34177
1942	119031	34122
1943	119117	34068
1944	119189	34010
1945	119255	33950
1946	119340	33895
1947	119407	33836
1948	119495	33782
1949	119561	33722
1950	119630	33663
1951	119710	33607
1952	119784	33549
1953	119862	33492
1954	119940	33435
1955	120014	33378
1956	120085	33319
1957	120156	33260
1958	120246	33207
1959	120313	33147
1960	120381	33087
1961	120453	33029
1962	120533	32973
1963	120606	32914
1964	120676	32856
1965	120757	32799
1966	120827	32740
1967	120903	32683
1968	120971	32623
1969	121046	32565
1970	121123	32508
1971	121196	32450
1972	121289	32397
1973	121376	32342
1974	121445	32282
1975	121515	32223
1976	121589	32165
1977	121686	32113
1978	121750	32052
1979	121819	31993
1980	121891	31934
1981	121963	31875
1982	122037	31817
1983	122106	31757
1984	122172	31697
1985	122248	31639
1986	122322	31580
1987	122395	31522
1988	122480	31466
1989	122549	31407
1990	122622	31348
1991	122690	31288
1992	122763	31229
1993	122836	31171
1994	122909	31112
1995	122993	31056
1996	123070	30998
1997	123153	30942
1998	123225	30883
1999	123302	30825
2000	123377	30767
2001	123453	30709
2002	123524	30649
2003	123597	30591
2004	123682	30535
2005	123754	30476
2006	123823	30416
2007	123887	30354
2008	123952	30293
2009	124016	30232
2010	124087	30173
2011	124150	30111
2012	124215	30051
2013	124285	29991
2014	124352	29931
2015	124417	29870
2016	124480	29808
2017	124543	29747
2018	124621	29689
2019	124688	29629
2020	124751	29567
2021	124820	29507
2022	124885	29446
2023	124956	29387
2024	125021	29325
2025	125071	29261
2026	125112	29194
2027	125151	29127
2028	125199	29063
2029	125247	28998
2030	125289	28931
2031	125336	28866
2032	125380	28801
2033	125422	28734
2034	125463	28668
2035	125505	28602
2036	125544	28535
2037	125586	28469
2038	125629	28403
2039	125670	28337
2040	125711	28271
2041	125752	28205
2042	125791	28138
2043	125832	28072
2044	125870	28005
2045	125915	27940
2046	125956	27874
2047	126002	27809
2048	126043	27743
2049	126087	27677
2050	126131	27612
2051	126171	27546
2052	126210	27479
2053	126249	27413
2054	126294	27348
2055	126341	27283
2056	126385	27218
2057	126428	27153
2058	126473	27088
2059	126514	27022
2060	126556	26956
2061	126601	26892
2062	126649	26827
2063	126695	26763
2064	126738	26697
2065	126783	26633
2066	126825	26567
2067	126868	26502
2068	126907	26436
2069	126950	26371
2070	126989	26305
2071	127033	26240
2072	127080	26176
2073	127118	26110
2074	127159	26044
2075	127205	25980
2076	127245	25914
2077	127282	25848
2078	127326	25783
2079	127367	25718
2080	127412	25654
2081	127457	25589
2082	127500	25524
2083	127540	25459
2084	127586	25394
2085	127636	25331
2086	127683	25267
2087	127727	25202
2088	127771	25138
2089	127809	25072
2090	127854	25008
2091	127894	24943
2092	127932	24877
2093	127975	24812
2094	128019	24748
2095	128060	24683
2096	128099	24618
2097	128137	24552
2098	128180	24487
2099	128222	24423
2100	128268	24359
2101	128308	24294
2102	128350	24229
2103	128392	24165
2104	128436	24100
2105	128473	24035
2106	128516	23971
2107	128560	23906
2108	128603	23842
2109	128653	23779
2110	128694	23714
2111	128736	23650
2112	128778	23585
2113	128819	23521
2114	128856	23456
2115	128893	23390
2116	128930	23325
2117	128976	23262
2118	129026	23199
2119	129067	23134
2120	129109	23070
2121	129154	23006
2122	129197	22942
2123	129242	22879
2124	129289	22815
2125	129332	22751
2126	129374	22687
2127	129415	22623
2128	129460	22559
2129	129501	22495
2130	129596	22440
2131	129674	22382
2132	129758	22325
2133	129846	22269
2134	129916	22210
2135	129993	22152
2136	130077	22095
2137	130159	22038
2138	130230	21979
2139	130310	21921
2140	130392	21864
2141	130464	21805
2142	130545	21747
2143	130614	21687
2144	130692	21629
2145	130773	21572
2146	130848	21513
2147	130935	21456
2148	131009	21397
2149	131094	21340
2150	131179	21283
2151	131257	21225
2152	131333	21167
2153	131417	21109
2154	131485	21049
2155	131558	20990
2156	131627	20931
2157	131699	20871
2158	131782	20814
2159	131856	20755
2160	131932	20696
2161	132003	20636
2162	132074	20577
2163	132150	20518
2164	132248	20463
2165	132324	20404
2166	132390	20344
2167	132643	20312
2168	132707	20251
2169	132782	20192
2170	132846	20131
2171	132915	20071
2172	132983	20011
2173	133046	19950
2174	133109	19889
2175	133183	19830
2176	133251	19770
2177	133316	19709
2178	133388	19650
2179	133454	19589
2180	133523	19529
2181	133588	19468
2182	133654	19408
2183	133718	19347
2184	133785	19287
2185	133856	19227
2186	133921	19166
2187	133985	19105
2188	134054	19045
2189	134124	18985
2190	134193	18925
2191	134256	18864
2192	134318	18803
2193	134385	18742
2194	134453	18682
2195	134521	18622
2196	134594	18562
2197	134659	18501
2198	134725	18441
2199	134795	18381
2200	134876	18322
2201	134962	18264
2202	135031	18204
2203	135137	18149
2204	135206	18088
2205	135275	18028
2206	135357	17969
2207	135427	17909
2208	135504	17850
2209	135579	17790
2210	135655	17731
2211	135720	17670
2212	135798	17611
2213	135870	17551
2214	135949	17492
2215	136021	17432
2216	136104	17373
2217	136228	17320
2218	136304	17260
2219	136385	17201
2220	136468	17143
2221	136540	17082
2222	136615	17023
2223	136704	16965
2224	136776	16904
2225	136857	16845
2226	136930	16785
2227	136994	16724
2228	137068	16664
2229	137147	16605
2230	137240	16547
2231	137308	16486
2232	137386	16427
2233	137457	16366
2234	137537	16307
2235	137609	16247
2236	137689	16187
2237	137791	16131
2238	137859	16070
2239	137944	16011
2240	138028	15952
2241	138105	15892
2242	138177	15832
2243	138242	15770
2244	138320	15711
2245	138389	15650
2246	138465	15590
2247	138544	15530
2248	138621	15470
2249	138708	15412
2250	138783	15351
2251	138860	15291
2252	138930	15231
2253	139012	15171
2254	139080	15110
2255	139155	15050
2256	139225	14989
2257	139299	14929
2258	139377	14869
2259	139454	14809
2260	139525	14748
2261	139594	14687
2262	139672	14627
2263	139750	14567
2264	139820	14506
2265	139904	14447
2266	139970	14386
2267	140045	14325
2268	140119	14265
2269	140199	14205
2270	140272	14144
2271	140349	14084
2272	140436	14025
2273	140500	13963
2274	140567	13902
2275	140642	13841
2276	140714	13781
2277	140791	13720
2278	140866	13660
2279	140946	13600
2280	141018	13539
2281	141086	13478
2282	141161	13417
2283	141240	13357
2284	141320	13297
2285	141395	13236
2286	141464	13175
2287	141541	13114
2288	141614	13053
2289	141688	12993
2290	141768	12933
2291	141857	12873
2292	141938	12813
2293	142032	12754
2294	142103	12693
2295	142182	12632
2296	142257	12572
2297	142329	12511
2298	142409	12450
2299	142479	12389
2300	142556	12328
2301	142628	12267
2302	142710	12207
2303	142782	12146
2304	142858	12085
2305	142942	12025
2306	143021	11964
2307	143103	11904
2308	143184	11844
2309	143260	11783
2310	143327	11721
2311	143404	11660
2312	143483	11600
2313	143556	11539
2314	143644	11479
2315	143715	11417
2316	143789	11356
2317	143882	11297
2318	143954	11235
2319	144038	11175
2320	144136	11116
2321	144219	11055
2322	144300	10994
2323	144374	10933
2324	144447	10872
2325	144515	10810
2326	144594	10749
2327	144688	10690
2328	144763	10628
2329	144836	10567
2330	144915	10506
2331	145000	10445
2332	145078	10384
2333	145150	10323
2334	145231	10262
2335	145301	10200
2336	145378	10139
2337	145447	10078
2338	145518	10016
2339	145597	9955
2340	145672	9894
2341	145751	9832
2342	145825	9771
2343	145906	9710
2344	145980	9649
2345	146054	9587
2346	146128	9526
2347	146209	9464
2348	146297	9404
2349	146363	9342
2350	146431	9280
2351	146503	9218
2352	146568	9156
2353	146633	9094
2354	146696	9032
2355	146757	8969
2356	146826	8908
2357	146886	8845
2358	146952	8783
2359	147016	8721
2360	147085	8659
2361	147148	8597
2362	147205	8534
2363	147263	8472
2364	147340	8410
2365	147403	8348
2366	147466	8286
2367	147530	8223
2368	147596	8161
2369	147663	8099
2370	147727	8037
2371	147792	7975
2372	147867	7913
2373	147930	7851
2374	147993	7789
2375	148059	7726
2376	148123	7664
2377	148187	7602
2378	148253	7540
2379	148321	7478
2380	148391	7416
2381	148455	7354
2382	148516	7291
2383	148581	7229
2384	148650	7167
2385	148716	7105
2386	148783	7043
2387	148850	6981
2388	148924	6919
2389	148988	6857
2390	149059	6795
2391	149123	6732
2392	149187	6670
2393	149250	6608
2394	149311	6546
2395	149371	6483
2396	149449	6421
2397	149518	6359
2398	149590	6297
2399	149661	6235
2400	149737	6174
2401	149801	6111
2402	149865	6049
2403	149945	5987
2404	150049	5927
2405	150123	5865
2406	150194	5803
2407	150279	5741
2408	150361	5679
2409	150431	5617
2410	150511	5556
2411	150577	5493
2412	150645	5431
2413	150723	5369
2414	150795	5307
2415	150869	5245
2416	150935	5183
2417	151025	5121
2418	151094	5059
2419	151157	4996
2420	151220	4934
2421	151289	4872
2422	151353	4809
2423	151419	4747
2424	151489	4685
2425	151558	4622
2426	151621	4560
2427	151684	4498
2428	151745	4435
2429	151814	4373
2430	151878	4310
2431	151946	4248
2432	152026	4186
2433	152105	4124
2434	152183	4062
2435	152271	4000
2436	152348	3938
2437	152425	3876
2438	152502	3814
2439	152583	3752
2440	152659	3689
2441	152733	3627
2442	152801	3565
2443	152874	3502
2444	152948	3440
2445	153017	3378
2446	153083	3315
2447	153166	3253
2448	153236	3191
2449	153313	3128
2450	153386	3066
2451	153459	3004
2452	153525	2941
2453	153602	2879
2454	153687	2817
2455	153756	2754
2456	153827	2692
2457	153899	2629
2458	153973	2567
2459	154048	2504
2460	154122	2442
2461	154216	2380
2462	154289	2317
2463	154371	2255
2464	154449	2193
2465	154517	2130
2466	154593	2067
2467	154667	2005
2468	154745	1942
2469	154812	1880
2470	154891	1817
2471	154968	1755
2472	155049	1692
2473	155129	1630
2474	155202	1567
2475	155279	1505
2476	155346	1442
2477	155419	1379
2478	155492	1317
2479	155561	1254
2480	155644	1191
2481	155719	1129
2482	155796	1066
2483	155865	1003
2484	155947	941
2485	156023	878
2486	156105	815
2487	156172	753
2488	156242	690
2489	156314	627
2490	156386	565
2491	156461	502
2492	156547	439
2493	156627	376
2494	156709	314
2495	156786	251
2496	156865	188
2497	156936	125
2498	157020	62
2499	157098	0
